id_anon;fuente;institucion;municipio;departamento;sector;latitud;longitud;grupo;sesion;grado;correctas;total_preguntas;puntaje_global;lectura_critica;matematicas;sociales;ciencias_naturales;ingles
TECNICO INDUSTRIAL-2;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;277.7;53.7;56;74;43.1;41.8
TECNICO INDUSTRIAL-1;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;277.7;51.2;54;64;56.9;43.6
BALTAZAR SALAZAR-17;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;268.5;61;52;54;50;47.3
BALTAZAR SALAZAR-16;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;269.2;56.1;34;78;48.3;50.9
BALTAZAR SALAZAR-15;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;186.6;41.5;40;28;41.4;32.7
BALTAZAR SALAZAR-14;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;346.2;58.5;58;82;72.4;87.3
BALTAZAR SALAZAR-13;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;207.5;48.8;30;52;34.5;43.6
BALTAZAR SALAZAR-12;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;352.8;56.1;78;76;69;80
BALTAZAR SALAZAR-11;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;216.5;43.9;26;46;62.1;29.1
BALTAZAR SALAZAR-10;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;294.7;51.2;46;72;63.8;67.3
BALTAZAR SALAZAR-9;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;333.9;58.5;56;82;63.8;87.3
BALTAZAR SALAZAR-8;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;203.5;46.3;32;48;37.9;36.4
BALTAZAR SALAZAR-7;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;258.7;51.2;38;76;41.4;52.7
BALTAZAR SALAZAR-6;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;310.6;63.4;58;64;63.8;60
BALTAZAR SALAZAR-5;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;269.6;53.7;54;48;58.6;58.2
BALTAZAR SALAZAR-4;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;242.3;51.2;36;48;62.1;38.2
BALTAZAR SALAZAR-3;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;232.7;41.5;38;44;55.2;69.1
BALTAZAR SALAZAR-2;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;224;48.8;40;68;25.9;34.5
BALTAZAR SALAZAR-1;Rionegro;BALTAZAR SALAZAR;Rionegro;Antioquia;Oficial;6.079;-75.424;G1;S2;;;;276.9;61;52;64;44.8;54.5
